title,type,question,A,B,C,D,answer,image,explain
Mock Exam Questions,radio,11. Which of the followings best describe the feature of an investment linked fund promoted by a life Insurance company? [1-7: 1.24],A. Investment linked funds are managed by a Unit Trust Management Company,B. Investors cannot make withdrawals from investment linked funds,C. Investment linked funds are not subject to the monitoring of a Trustee nor the Securities Commission Malaysia,D. All investment linked funds are quoted and traded on a stock exchange,C,,Investment linked funds are not subject to the monitoring of a Trustee nor the Securities Commission Malaysia
Mock Exam Questions,radio,"12. The requirements outlined in the Securities Commission Malaysia's Guidelines on Advertising for Capital Market Products and Services apply to the following: (3-20: 3.84)
I. Unit Trust Management Companies
II. Institutional Unit Trust Scheme Advisers
III. Private Retirement Scheme Consultants
IV. Corporate Unit Trust Scheme Advisers",A. All of the above,"B. I, II and III","C. I, II and IV",D. l and Il,A,,"Securities Commission Malaysia's Guidelines on Advertising for Capital Market Products and Services apply to the following:
I. Unit Trust Management Companies
II. Institutional Unit Trust Scheme Advisers
III. Private Retirement Scheme Consultants
IV. Corporate Unit Trust Scheme Advisers"
Mock Exam Questions,radio,"13. Why do UTMC's declare unit split for their schemes? (7A-18: 7A.100)
I. Reduce the stated selling and repurchase prices
II. Reduce the historical and forward pricing Ill. Maintain a lower unit price
IV. Maintain creation and cancellation prices",A. I only,B. I and III,C. II and IV,"D. II, III and IV",B,,"Why do UTMC's declare unit split for their schemes?
I. Reduce the stated selling and repurchase prices
Ill. Maintain a lower unit price"
Mock Exam Questions,radio,"14. Which of the following aspects of an individual's financial life are covered in financial planning? (6-3: Diagram 6.1)
I. Cash Management:
II. Risk Management and Insurance Planning
III. Investment Planning
IV. Retirement and Estate Planning
V. Tax Planning",A. All of the above,"B. I, II, Ill and IV","C. I, II, Ill and V","D. I, III, IV and V",A,,"Which of the following aspects of an individual's financial life are covered in financial planning?
I. Cash Management:
II. Risk Management and Insurance Planning
III. Investment Planning
IV. Retirement and Estate Planning
V. Tax Planning"
Mock Exam Questions,radio,15. What is the MAIN reason for the financial planning industry to shift from a commission-based payment to charging advisory fees? (6-13: 6.56),A. Charging advisory fees is a more profitable business model,B. Commission based payment is an outdated model,C. Financial planners have received complaints from clients about high commission charges,"D. Commission based payment which is transaction-driven, makes it inappropriate when advising clients on setting and achieving financial goals",D,,"Commission based payment which is transaction-driven, makes it inappropriate when advising clients on setting and achieving financial goals"
Mock Exam Questions,radio,16. Sharon is a unitholder of the XYZ Asia Pac Equities Fund which has investments in the shares Issued by Alpha Technologies Berhad. Who is the ultimate legal owner of investments made In Alpha Technologies Berhad? (2-2: 2.04),A. Sharon,B. XYZ Asia Pac Equities Fund,C. Trustee of XYZ Asia Pac Equities Fund,D. The management company of XYZ Asia Pac Equities Fund,C,,Trustee of XYZ Asia Pac Equities Fund
Mock Exam Questions,radio,"17. The qualitative analysis of the performance of a UTS include the assessment on the following items, EXCEPT: (7A-26: 7A.154)",A. Service aspects,B. Investment management style,C. UTMC's Director Anti Money Laundering Act (AMLA) checking,D. UTMC credibility,C,,"The qualitative analysis of the performance of a UTS include the assessment on the following items, EXCEPT: UTMC's Director AMLA checking"
Mock Exam Questions,radio,"18. Which of the followings are unlisted funds? (1-4: 1.11)
I. Unit Trust Scheme ITS
II. Private Retirement Scheme (PRS)
III. Close-End Fund
IV. Wholesale Fund","A. I, Ill and IV","B. I, Il and IV","C. I, Il and III",D. All of the above,B,,"Which of the followings are unlisted funds?
I. Unit Trust Scheme ITS
II. Private Retirement Scheme (PRS)
IV. Wholesale Fund"
Mock Exam Questions,radio,19. William was a Financial Planner who was approached by Reza to help plan Reza's financial wellbeing. As a good practice what is the initial step William should take to serve Reza better? (6-5: 6.16),"A. Establishing relationship with Reza by defining services offered, responsibilities and costs involved",B. Gathering information and understanding Reza's current financial stetus,C. Developing and presenting financial planning options and alternatives,"D. Analysing Reza's Income, expenses and existing investments",A,,"Establishing relationship with Reza by defining services offered, responsibilities and costs involved"
Mock Exam Questions,radio,"20. Investors may from time-to-time request for the following personal data in the Register to be updated, EXCEPT: (4-14: 4.28)",A. Change of bank account number,B. Change of mailing address and/or email address,C. Change of medical history,D. Change of name,C,,"Investors may from time-to-time request for the following personal data in the Register to be updated, EXCEPT: change of medical history"
Mock Exam Questions,radio,"21. Select the CORRECT examples of changes to a fund that may materially prejudice the Interests of unit holders (7A-4)
I. change of the nature or objective of the fund
II. change in distribution policy
III. increase in fees or charges
IV. change in IT service provider",I and II,All of the above,II and III,"I, II, and III",D,,"Examples of changes to a fund that may materially prejudice the Interests of unit holders
I. change of the nature or objective of the fund
II. change in distribution policy
III. increase in fees or charges"
Mock Exam Questions,radio,"22. Which of the following statements are TRUE? (6-6)
I. Financial planning is not a regulated activity
II. A sole proprietor that has been granted a Capital Market Services Licence for financial planning is not allowed to have any licensed representative to act an its behalf
III. The SC grants financial planning licence to individuals only
IV. The SC is the sole credential provider for those who intend to be financial planners",All of the above,II only,"II, III and IV",I only,B,,"Which of the following statements are TRUE?
II. A sole proprietor that has been granted a Capital Market Services Licence for financial planning is not allowed to have any licensed representative to act an its behalf"
Mock Exam Questions,radio,"23. Besides FIMM, which other regulators functions have an impact on the UTS and PRS Industry? (3-4 / 3-5)
I. Securities Commission Malaysia
II. Bank Negara Malaysia
III. Bursa Malaysia
IV. Companies Commission of Malaysia",I and II,All of the above,"I, Il and III",I and III,B,,"Besides FIMM, which other regulators functions have an impact on the UTS and PRS Industry?
I. Securities Commission Malaysia
II. Bank Negara Malaysia
III. Bursa Malaysia
IV. Companies Commission of Malaysia"
Mock Exam Questions,radio,"24. As of 1 May 2018, Alan owned 1,000 units of Fund MNO with an NAV price per unit of RM2.00. A distribution of RM0.40 per unit was declared and paid in the form of units. Immediately after the distribution payment, the NAV price per unit of Fund MNO was reduced to RM1.60. What is the total number of units Alan owns after the distribution?","1,000 units",250 units,600 units,"1,250 units",D,,250 units
Mock Exam Questions,radio,"25. Mr X started to invest in PRS ABC Fund at the age of 44 and he did not choose any core fund. Prior to his 45th birthday, the PRS Provider informs Mr X that his fund will be switched according to the rules of the default option. Which type of fund will it be switched to? (7B-22)",Cash Management Fund,Moderate Fund,Growth Fund,Conservative Fund,B,,Moderate Fund
Mock Exam Questions,radio,"26. What is Federation of Investment Managers Malaysia (FIMM) role as mandated by the Securities Commission Malaysia? (3-5)
I. Support industry development and act as industry's liaison with the relevant stakeholders
II. Enhance Consultants professional standards.
III. Maintain public confidence
IV. Launch new funds on behalf of the Fund Managers","I, II and IV","I, II and Ill",All of the above,I and III,B,,"What is Federation of Investment Managers Malaysia (FIMM) role as mandated by the Securities Commission Malaysia?
I. Support industry development and act as industry's liaison with the relevant stakeholders
II. Enhance Consultants professional standards.
III. Maintain public confidence"
Mock Exam Questions,radio,"27. Parties to a UTS trust deed include: (7A-2)
I. UTMC
II. IUTA
III. CUTA
IV. Trustee","I, II, III and IV","I, II and III",I and IV,I only,C,,"Parties to a UTS trust deed include:
I. UTMC
IV. Trustee
And investors"
Mock Exam Questions,radio,"28. The following statements are examples of Core Principle 2: Professionalism from FIMM's Code of Ethics, EXCEPT for: (5-6)","Consultants shall exercise due care, skill and diligence when dealing with investors","Consultants shall provide prompt, efficient and continuous service to investors",Consultants are expected to have high standards of professionalism,Consultants shall encourage investors to invest in UTS of PRS through loan financing,D,,"The following statements are examples of Core Principle 2: Professionalism from FIMM's Code of Ethics, EXCEPT for: encourage investors to invest through loan financing"
Mock Exam Questions,radio,"29. Which of the following should a consultant do? (5-5)
I. make statement on yields or returns of any Scheme without any objective and reasonable basis Il. provide an investor with clear explanation on the features of the Schemes that are being marketed Ill. provide accurate, timely and adequate information concerning the Schemes to assist an investor in making an informed investment decision
IV. avoid any conflict of interest when dealing with an investor","II, III and IV","I, II and III",All of the above,Il and IV,A,,"Which of the following should a consultant do?
Il. provide an investor with clear explanation on the features of the Schemes that are being marketed
Ill. provide accurate, timely and adequate information concerning the Schemes to assist an investor in making an informed investment decision
IV. avoid any conflict of interest when dealing with an investor"
Mock Exam Questions,radio,"30. Which of the following statements on mandatory pension schemes are TRUE? (7B-2)
I. Mandatory pension schemes are retirement schemes that are mandated by law
II. In Malaysia, all private sector employees must participate in the EPF scheme
III. EPF savings can be withdrawn at the retirement age while a portion of it can only be withdrawn under specific circumstances
IV. The purchase of annuities qualifies as mandatory pension schemes",All of the above,"I, III and IV","I, II and IV","I, II and III",D,,"Which of the following statements on mandatory pension schemes are TRUE?
I. Mandatory pension schemes are retirement schemes that are mandated by law
II. In Malaysia, all private sector employees must participate in the EPF scheme
III. EPF savings can be withdrawn at the retirement age while a portion of it can only be withdrawn under specific circumstances"
Mock Exam Questions,radio,"31. ABC Fund has a total NAV of RM105,885,936 and units in circulation of 138,000,000. Assuming there is no transaction cost, the selling price of the fund is RM0.7673. What is the NAV per unit of ABC Fund?",RM0.23 ,RM1.77 ,RM0.77 ,RM1.30 ,C,,RM0.77 
Mock Exam Questions,radio,"32. Which of the following statements are TRUE?
I. FIMM is a self-regulatory organisation that promotes the interest of the Malaysian banking and insurance markets
II. FIMM is responsible for enhancing the professional standards of Und Trust and Private Retirement Scheme Consultants
III. FIMM represents the industry on matters and concerns affecting the industry and embarks on projects to promote industry growth.
IV. Persons who wish to become authorised Unit Trust and Private Retirement Scheme Consultants must register with FIMM","I, Il and IV",I and IV,"II, Ill and IV",All of the above,C,,"Which of the following statements are TRUE?
II. FIMM is responsible for enhancing the professional standards of Und Trust and Private Retirement Scheme Consultants
III. FIMM represents the industry on matters and concerns affecting the industry and embarks on projects to promote industry growth.
IV. Persons who wish to become authorised Unit Trust and Private Retirement Scheme Consultants must register with FIMM
Note: FIMM is a self-regulatory organisation that promotes the UTS & PRS Industry"
Mock Exam Questions,radio,33. Which of the following statements relating to Product Highlights Sheet (PHS) is FALSE?,A potential investor can be provided either a hard or soft copy of the PHS,A separate PHS must be made available for each core and non-core PRS fund,A potential investor should be given reasonable time to read and understand the PHS,A PHS facilitates an investor's understanding of the investment product,B,,Single PHS for core PRS funds (not separate for each core PRS funds)
Mock Exam Questions,radio,34. Which of the following statement is CORRECT about the size of agency unit for CUTA/CPRA?,An agency unit should not exceed 36 persons,An agency unit should not exceed 50 persons,An agency unit should not exceed 38 persons,An agency unit has no limitation,A,,An agency unit should not exceed 36 persons
Mock Exam Questions,radio,"35. Based on the World Bank's pension pillars, which of the following pillars exist in Malaysia's pension landscape?
I. Pillar 0 - State (Base or social pension)
II. Pillar 1 - Mandatory (Public pension plans that are publicly managed)
III. Pilar 2 - Mandatory (Occupational/personal pension plans)
IV. Pillar 3 - Voluntary (Voluntary personal pension schemes)
V. Pillar 4 - Voluntary (Non-financial arrangements/informal support informal support e.g. family financial support by the younger generation)","I, III, IV and V","III, IV and V","II, III and V","I, II and Ill",A,,NOTE: Pillar 1 - Mandatory (Public pension plans that are publicly managed) is NOT AVAILABLE IN MALAYSIA
Mock Exam Questions,radio,"36. Which of the following Items are reflected in both UTS/PRS deed and prospectus/disclosure document:
I. rights and responsibilities of the investors
II. experts reports
III. removal, replacement and retirement of UTMC/PRS Provider and Trustee
IV. maximum fees and charges",All of the above,"I, II and III","I, II and IV","I, III and IV",D,,"Which of the following Items are reflected in both UTS/PRS deed and prospectus/disclosure document:
I. rights and responsibilities of the investors
III. removal, replacement and retirement of UTMC/PRS Provider and Trustee
IV. maximum fees and charges"
Mock Exam Questions,radio,37. Please select the INCORRECT statement regarding trust deed.,Trustee is responsible for the overall operation of a UTS,The operation of each UTS is governed by a trust deed,Provisions and covenants of the trust deed must meet the minimum requirement specified in the UTS Guidelines,"The trust deed sets out the rights and obligations of the UTMC, trustee and unit holders",A,,Trustee is responsible for the overall operation of a UTS
Mock Exam Questions,radio,"38. Dinesh is 28 years old and currently works as a Senior Executive at a marketing agency, He has recently started a family and has bought a comfortable house. He has set aside a small portion for investment. What fund type would be most suitable for Dinesh to invest in",Income and Aggressive UTS/PRS,Growth and Balanced UTS/PRS,Growth and Aggressive UTS and PRS,Income and Balanced UTS/PRS,C,,Growth and Aggressive UTS and PRS
Mock Exam Questions,radio,"39. Potential Investors will be given a copy (either a hard or soft copy) of the disclosure material when they request for subscription to a Scheme. In the case of Private Retirement Scheme (PRS), this disclosure material is known as:",Information Memorandum,Annual Report,Prospectus,Disclosure Document,D,,"PRS - Disclosure Document
Unit Trust - Prospectus
Source: Study Guide > Pg. 3-16"
Mock Exam Questions,radio,"40. A Shariah-compliant scheme Invests in shares Issued by Al-Ameen Berhad. However, a recent change in business direction has resulted in Al-Ameen Berhad being classified as a non-shariah compliant company. What type of risk does the above statement describe?",Pandemic risk,Change in investment fee,Business Risk,Shariah specific risk,D,,"Shariah specific risk
Source: Study Guide > Pg. 2-23 > 2.104"
Mock Exam Questions,radio,41. Which of the following Is the main role of a Trustee?,"Manages fund's investments which includes stock selection, research and asset allocation",Ensures that the Management Company adheres to all requirements stipulated in the deed and offering documents,Conduct investor outreach programmes,"Responsible for establishing, offering, marketing, operating and administering a fund",B,,Ensures that the Management Company adheres to all requirements stipulated in the deed and offering documents
Mock Exam Questions,radio,"42. What are the main functions of a Trustee in a Unit Trust Scheme?
I. Invest monies in assets
II. Safeguard assets of the scheme
III. Protect investors' interests
IV. Manage and market the scheme",II and III,All of the above,"I, II, and III",I and II,A,,"What are the main functions of a Trustee in a Unit Trust Scheme?
II. Safeguard assets of the scheme
III. Protect investors' interests"
Mock Exam Questions,radio,"43. Encik Ahmad is a young investor who would like to invest in Shariah-compliant securities. He may invest in the following products, EXCEPT:",Shares of a conventional financial institution,Islamic Debt Securities,Sukuk,Shares of halal Companies,A,,Shares of a conventional financial institution - Not Shariah-compliant
Mock Exam Questions,radio,"44. The Financial Markets Ombudsman Scheme (FMOS) handles disputes by investors against licensed or registered financial service providers or capital market Intermediaries Involved in the following activities:
I. Securities
II. Fund Management
III. Investment-linked funds
IV. Derivatives","I, II and IV",All of the above,"II, III and IV","I, II and III",B,,"The Financial Markets Ombudsman Scheme (FMOS) handles disputes by investors against licensed or registered financial service providers or capital market Intermediaries Involved in the following activities:
I. Securities
II. Fund Management
III. Investment-linked funds
IV. Derivatives"
Mock Exam Questions,radio,"45. The following statements are true about a Consultant abetting others in committing a misconduct, EXCEPT:",It refers to when a Consultant reports acts of misconduct to FIMM,It involves engaging with one or more persons in any conspiracy to commit a misconduct,"It is conducted by intentionally aiding others, by any act or omission, to commit a misconduct",It involves instigating of instructing any person to commit a misconduct,A,,It refers to when a Consultant reports acts of misconduct to FIMM
Mock Exam Questions,radio,"46. Which of the following are the benefits of PRS?
I. Provide a pool of funds to support retirees during retirement phase
II. Benefit to the Malaysian capital market
III. Reduce the burden on Government finances
IV. Additional source of long-term capital for economic growth",II and III,All of the above,I and II,I and IV,B,,"Which of the following are the benefits of PRS?
I. Provide a pool of funds to support retirees during retirement phase
II. Benefit to the Malaysian capital market
III. Reduce the burden on Government finances
IV. Additional source of long-term capital for economic growth"
Mock Exam Questions,radio,47. FIMM can take disciplinary action against Consultants/Distributors if they,abet the commission of a misconduct under the FIMM's Code,commit an act preparatory to or in furtherance of the commission of a misconduct under this Code,attempt to commit a misconduct under the FIMM'S Code of Ethics,All of the above are correct,D,,All of the above are correct
Mock Exam Questions,radio,"48. Which of the following statements about unit holders' rights are correct?
I. Rights of unit holders are stipulated in the deed and offering documents
II. Unit holders do not have the right to require the funds' asset to be transferred to them
III. Unit holders can undertake the duties of the Trustee
IV. Unit holders liabilities are limited","I, II and IV",All of the above,"I, III and IV","I, II and III",A,,"Which of the following statements about unit holders' rights are correct?
I. Rights of unit holders are stipulated in the deed and offering documents
II. Unit holders do not have the right to require the funds' asset to be transferred to them
IV. Unit holders liabilities are limited"
Mock Exam Questions,radio,49. FIMM Code of Ethics provides for the ethical standards and professional conduct of Distributors and Consultants in,marketing and distribution of Unit Trust Scheme and Private Retirement Scheme,dealing with Fund Managers,preparing marketing and promotional material,drafting Product Highlight Sheet,A,,marketing and distribution of Unit Trust Scheme and Private Retirement Scheme
Mock Exam Questions,radio,"50. Which of the following Collective Investment Schemes (CIS) are offered in Malaysia?
I. Private Retirement Scheme (PRS)
II. Real Estate Investment Trust (REIT)
III. Exchange Traded Fund (ETF)
IV. Investment Linked Fund","I, III, and IV",I and II,II and IV,All of the above,D,,"Which of the following Collective Investment Schemes (CIS) are offered in Malaysia?
I. Private Retirement Scheme (PRS)
II. Real Estate Investment Trust (REIT)
III. Exchange Traded Fund (ETF)
IV. Investment Linked Fund"
Mock Exam Questions,radio,51. Which of the following is an example of poor after sales service?,Helping investors rebalance their portfolios,Giving the investor regular updates on the status of their investment,Promoting growth funds to investors with conservative risk profile,Providing advice to the investor on ways to manage their investment,C,,poor service: Promoting growth funds to investors with conservative risk profile
Mock Exam Questions,radio,"52. Sally, who is a UTS and PRS consultant, has executed a transaction by using a form that was pre-signed by her client. Which of the following core principle of the FIMM's Code of Ethics did Sally breach?",Avoidance of conflict of interest,Professionalism,Honesty and integrity,Disclosure of information,B,,Professionalism
Mock Exam Questions,radio,"53. Which documents outline the regulatory requirements pertaining to the disclosure documents of a Private Retirement Scheme?
I. Capital Markets and Services Act 2007
II. Guidelines for Public Offerings of Securities of Closed end Funds
III. Guidelines on Private Retirement Schemes
IV. Capital Markets and Services (Private Retirement Scheme Industry) Regulations 2012","I, III and IV",I and III,III and IV,All of the above,A,,"Which documents outline the regulatory requirements pertaining to the disclosure documents of a Private Retirement Scheme?
I. Capital Markets and Services Act 2007
III. Guidelines on Private Retirement Schemes
IV. Capital Markets and Services (Private Retirement Scheme Industry) Regulations 2012"
Mock Exam Questions,radio,"54. Based on Core Principle Disclosure of Information of the Code of Ethics, Distributors and Consultants are prohibited from:
I. providing any forecast of any Scheme's performance
II. making statements on yields or returns without any objective and reasonable basis
III. concealing any information about a Scheme when comparing it with other Schemes
IV. engage in aggressive sales practices",I and II,I and IV,II and III,"I, II, and III",D,,"engage in aggressive sales practices - ""professionalism"", not disclosure of information"
Mock Exam Questions,radio,"55. Which of the following statements are TRUE?
I. UTS provides an ideal investment avenue for investors with limited capital
II. UTS enables investors to accumulate wealth and manage inflation in medium to long term
III. Generally, Investments in UTS may provide better returns with an acceptable level of risk in the long term
IV. Investors in UTS/PRS do not purchase securities in the portfolio directly",I and II,All of the above,II and III,"I, II and III",B,,"Which of the following statements are TRUE?
I. UTS provides an ideal investment avenue for investors with limited capital
II. UTS enables investors to accumulate wealth and manage inflation in medium to long term
III. Generally, Investments in UTS may provide better returns with an acceptable level of risk in the long term
IV. Investors in UTS/PRS do not purchase securities in the portfolio directly
Source: Study Guide > Pg. 2-2"
Mock Exam Questions,radio,"56. Section 92A(1) of the Capital Markets and Services Act 2007 (CMSA) specifies the Information to be given to a person who invests in a Scheme. This may include Information that explains the key characteristics of the capital market product, the nature of obligations assumed by parties dealing in the product, risks associated with the products and details of the essential terms of the product. Failure to observe this requirement could result in Source: Study Guide > Pg. 3-6 > 3.27",a fine not exceeding RM3 million or imprisonment for a term not exceeding ten (10) years or both,a fine not exceeding RM10 million or imprisonment for a term not exceeding three (3) years or both,a fine not exceeding RM30 million or imprisonment for a term not exceeding ten (10) years or both,a fine not exceeding RM1 million or imprisonment for a term not exceeding three (3) years or both,A,,a fine not exceeding RM3 million or imprisonment for a term not exceeding ten (10) years or both
Mock Exam Questions,radio,"57. Which of the following are the risks associated with borrowing to invest in UTS?
I. Margin call
II. Interest rate fluctuations
III. Default in Ioan repayment
IV. Country risk Source: Study Guide > Pg. 7A-30",I and III,All of the above,"II, III and IV","I,II and III",D,,"Which of the following are the risks associated with borrowing to invest in UTS?
I. Margin call
II. Interest rate fluctuations
III. Default in Ioan repayment
Source: Study Guide > Pg. 7A-30"
Mock Exam Questions,radio,"58. An Investor with RM130,000 would like to achieve RM260,000 within 14.4 years. What is the required return on investment to reach that goal?",6% p.a,5.1% p.a,5% p.a,5.15% p.a,C,,"72 ÷ 14.4 years = 5%
Source: Study Guide > Pg. 4-52 > Rule of 72"
Mock Exam Questions,radio,"59. Fund XYZ reported the following information as at 31 Dec 202X: Gross assets: RM500,000 Net assets: RM490,000 Number of units in circulation: 100,000 What is the unit price for Fund XYZ?",RM0.10 ,RM1.00 ,RM5.00 ,RM4.90 ,D,,"Calculation is based on Net Asset DIVIDED BY no of units:
RM490,000/100,000 = RM4.90"
Mock Exam Questions,radio,"60. _____________ includes the following criteria?
I. An individual whose total net personal assets, or total net joint assets with his or her spouse, exceeding three million ringgit or its equivalent in foreign currencies, excluding the value of the individual's primary residence
II. A corporation with total net assets exceeding ten million ringgit or its equivalent in foreign currencies based on the last audited accounts",Wealthy Investors,Sophisticated Investors,Angel Investors,Premium Investors,B,,Sophisticated Investors
